kepid fits i j k l period prad srad kepmag activity transitid syntheticid plphase synpixmin synpixmax synxmin synxmax
8678445 /raw/kepler/lightcurves/0086/008678445/kplr008678445-2011073133259_llc.fits 0 5 4 12 523.651692 0.709421015 0.588 15.226 0.002562324 1105_0 1105 0.019 487 501 764.4810144 764.7670855
7802933 /raw/kepler/lightcurves/0078/007802933/kplr007802933-2009166043257_llc.fits 0 5 4 13 581.3569397 0.954851479 0.47 14.457 0.002886951 1106_0 1106 0.0217 618 631 145.3059977 145.5716427
3322943 /raw/kepler/lightcurves/0033/003322943/kplr003322943-2010174085026_llc.fits 0 5 4 14 552.274255 0.950666722 0.56 15.092 0.003254503 1107_0 1107 0.0222 600 614 483.1948399 483.4809239
12268054 /raw/kepler/lightcurves/0122/012268054/kplr012268054-2013131215648_llc.fits 0 5 4 15 644.4241603 0.69828986 0.609 13.212 0.003874598 1108_0 1108 0.0275 867 883 1577.677891 1578.004837
6276708 /raw/kepler/lightcurves/0062/006276708/kplr006276708-2012277125453_llc.fits 0 5 4 16 566.3200188 0.934783314 0.557 15.31 0.004648632 1109_0 1109 0.0336 930 944 1333.234831 1333.520899
11714250 /raw/kepler/lightcurves/0117/011714250/kplr011714250-2010078095331_llc.fits 0 5 4 17 661.2807876 0.864770313 0.556 13.646 0.006120298 1110_0 1110 0.0336 1087 1102 412.8395452 413.1460509
5428088 /raw/kepler/lightcurves/0054/005428088/kplr005428088-2011271113734_llc.fits 0 5 4 18 593.8498704 0.56713258 0.454 14.781 0.010578581 1111_0 1111 0.0206 599 611 966.4924479 966.737647
12835232 /raw/kepler/lightcurves/0128/012835232/kplr012835232-2012277125453_llc.fits 0 5 4 19 508.5413313 0.845405767 0.488 15.187 0.020991773 1112_0 1112 0.0119 296 309 1307.834746 1308.100386
3232334 /raw/kepler/lightcurves/0032/003232334/kplr003232334-2009350155506_llc.fits 0 5 5 0 621.103236 0.897674703 0.602 13.904 0.000263363 1113_0 1113 0.0004 12 27 272.5459622 272.8524526
12257167 /raw/kepler/lightcurves/0122/012257167/kplr012257167-2013098041711_llc.fits 0 5 5 1 543.3050875 0.956445049 0.393 15.156 0.000483863 1114_0 1114 0.0466 1241 1252 1497.945588 1498.170356
6470362 /raw/kepler/lightcurves/0064/006470362/kplr006470362-2010355172524_llc.fits 0 5 5 2 602.8774318 0.696949735 0.27 15.297 0.000586369 1115_0 1115 0.0271 800 809 697.0520433 697.2359367
9833329 /raw/kepler/lightcurves/0098/009833329/kplr009833329-2010078095331_llc.fits 0 5 5 3 557.2793409 0.94852478 0.435 14.393 0.000699699 1116_0 1116 0.0006 15 28 385.4787198 385.7443538
8474661 /raw/kepler/lightcurves/0084/008474661/kplr008474661-2013011073258_llc.fits 0 5 5 4 638.6133544 0.80502449 0.494 14.982 0.000839662 1117_0 1117 0.0198 617 631 1386.850657 1387.136717
10936170 /raw/kepler/lightcurves/0109/010936170/kplr010936170-2011073133259_llc.fits 0 5 5 5 678.4900926 0.985501687 0.51 15.046 0.000974422 1118_0 1118 0.0102 340 354 758.0242413 758.3103068
9225647 /raw/kepler/lightcurves/0092/009225647/kplr009225647-2012277125453_llc.fits 0 5 5 6 645.794811 0.553616281 0.605 13.919 0.001198601 1119_0 1119 0.0101 319 335 1303.666863 1303.993807
5265188 /raw/kepler/lightcurves/0052/005265188/kplr005265188-2011177032512_llc.fits 0 5 5 7 509.8567747 0.931437996 0.565 14.786 0.001329611 1120_0 1120 0.0183 457 471 832.6897764 832.9758593
10963429 /raw/kepler/lightcurves/0109/010963429/kplr010963429-2010009091648_llc.fits 0 5 5 8 676.6272025 0.970614704 0.36 15.179 0.001520693 1121_0 1121 0.0272 900 912 370.7668679 371.0120683
11514174 /raw/kepler/lightcurves/0115/011514174/kplr011514174-2013131215648_llc.fits 0 5 5 9 652.8308797 0.887135026 0.537 15.346 0.001742307 1122_0 1122 0.0103 329 343 1567.542618 1567.828695
8042251 /raw/kepler/lightcurves/0080/008042251/kplr008042251-2011177032512_llc.fits 0 5 5 10 500.3064496 0.915547206 0.593 11.264 0.00202411 1123_0 1123 0.0413 1011 1026 844.4389991 844.7455158
9333505 /raw/kepler/lightcurves/0093/009333505/kplr009333505-2009131105131_llc.fits 0 5 5 11 552.8941087 0.646642599 0.29 12.889 0.002231568 1124_0 1124 0.0154 418 428 129.0807485 129.2850918
8678445 /raw/kepler/lightcurves/0086/008678445/kplr008678445-2009350155506_llc.fits 0 5 5 12 674.1481412 0.992041194 0.588 15.226 0.002562324 1125_0 1125 0.0419 1381 1397 341.6289024 341.9558298
7802933 /raw/kepler/lightcurves/0078/007802933/kplr007802933-2010355172524_llc.fits 0 5 5 13 684.2559231 0.916116575 0.47 14.457 0.002886951 1126_0 1126 0.0179 598 612 698.8288743 699.1149349
3322943 /raw/kepler/lightcurves/0033/003322943/kplr003322943-2010265121752_llc.fits 0 5 5 14 637.1237141 0.734188655 0.56 15.092 0.003254503 1127_0 1127 0.012 374 389 571.7157168 572.0222207
12268054 /raw/kepler/lightcurves/0122/012268054/kplr012268054-2009166043257_llc.fits 0 5 5 15 693.2827475 0.532868301 0.609 13.212 0.003874598 1128_0 1128 0.0186 631 647 145.304807 145.6317554
6276708 /raw/kepler/lightcurves/0062/006276708/kplr006276708-2010355172524_llc.fits 0 5 5 16 662.1218675 0.754052004 0.557 15.31 0.004648632 1129_0 1129 0.0114 370 385 663.521393 663.8278831
11714250 /raw/kepler/lightcurves/0117/011714250/kplr011714250-2011271113734_llc.fits 0 5 5 17 561.9483124 0.952240694 0.556 13.646 0.006120298 1130_0 1130 0.0045 123 138 925.5221555 925.8286656
5428088 /raw/kepler/lightcurves/0054/005428088/kplr005428088-2010265121752_llc.fits 0 5 5 18 682.8340047 0.534300398 0.454 14.781 0.010578581 1131_0 1131 0.0023 77 90 546.1324292 546.3980705
12835232 /raw/kepler/lightcurves/0128/012835232/kplr012835232-2012088054726_llc.fits 0 5 5 19 663.5808312 0.903367606 0.488 15.187 0.020991773 1132_0 1132 0.0378 1228 1242 1127.300655 1127.586723
3232334 /raw/kepler/lightcurves/0032/003232334/kplr003232334-2011271113734_llc.fits 0 5 6 0 626.1735719 0.902276472 0.602 13.904 0.000263363 1133_0 1133 0.0248 760 776 975.9126195 976.2395509
12257167 /raw/kepler/lightcurves/0122/012257167/kplr012257167-2011073133259_llc.fits 0 5 6 1 561.4229724 0.765107306 0.393 15.156 0.000483863 1134_0 1134 0.0189 520 531 765.3396888 765.5644573
6470362 /raw/kepler/lightcurves/0064/006470362/kplr006470362-2012277125453_llc.fits 0 5 6 2 549.8224232 0.570715709 0.27 15.297 0.000586369 1135_0 1135 0.0534 1438 1447 1327.513576 1327.697481
9833329 /raw/kepler/lightcurves/0098/009833329/kplr009833329-2011177032512_llc.fits 0 5 6 3 623.309885 0.942893166 0.435 14.393 0.000699699 1136_0 1136 0.001 31 44 875.5199329 875.7855799
8474661 /raw/kepler/lightcurves/0084/008474661/kplr008474661-2009350155506_llc.fits 0 5 6 4 590.1257343 0.982301 0.494 14.982 0.000839662 1137_0 1137 0.0366 1058 1072 283.1498059 283.4358651
10936170 /raw/kepler/lightcurves/0109/010936170/kplr010936170-2012277125453_llc.fits 0 5 6 5 544.4716966 0.550824435 0.51 15.046 0.000974422 1138_0 1138 0.0507 1351 1365 1350.582574 1350.868643
9225647 /raw/kepler/lightcurves/0092/009225647/kplr009225647-2012088054726_llc.fits 0 5 6 6 541.1547286 0.880961519 0.605 13.919 0.001198601 1139_0 1139 0.0434 1149 1164 1171.722749 1172.029258
5265188 /raw/kepler/lightcurves/0052/005265188/kplr005265188-2012277125453_llc.fits 0 5 6 7 658.7965286 0.613955112 0.565 14.786 0.001329611 1140_0 1140 0.0051 164 179 1330.599011 1330.905513
10963429 /raw/kepler/lightcurves/0109/010963429/kplr010963429-2009259160929_llc.fits 0 5 6 8 558.3334633 0.721565999 0.36 15.179 0.001520693 1141_0 1141 0.051 1394 1405 204.6864991 204.9112688
11514174 /raw/kepler/lightcurves/0115/011514174/kplr011514174-2011073133259_llc.fits 0 5 6 9 585.4473308 0.989890764 0.537 15.346 0.001742307 1142_0 1142 0.0331 948 962 790.0845477 790.3706201
8042251 /raw/kepler/lightcurves/0080/008042251/kplr008042251-2009131105131_llc.fits 0 5 6 10 622.1362028 0.812130654 0.593 11.264 0.00202411 1143_0 1143 0.0045 137 152 123.3382024 123.6447198
9333505 /raw/kepler/lightcurves/0093/009333505/kplr009333505-2012088054726_llc.fits 0 5 6 11 582.1317095 0.611387497 0.29 12.889 0.002231568 1144_0 1144 0.0287 819 828 1131.856755 1132.040657
8678445 /raw/kepler/lightcurves/0086/008678445/kplr008678445-2009259160929_llc.fits 0 5 6 12 629.3278495 0.639977022 0.588 15.226 0.002562324 1145_0 1145 0.042 1293 1309 229.002679 229.3296121
7802933 /raw/kepler/lightcurves/0078/007802933/kplr007802933-2010174085026_llc.fits 0 5 6 13 657.8672048 0.734387832 0.47 14.457 0.002886951 1146_0 1146 0.0037 117 131 503.4044008 503.6904812
3322943 /raw/kepler/lightcurves/0033/003322943/kplr003322943-2009166043257_llc.fits 0 5 6 14 550.605258 0.557151017 0.56 15.092 0.003254503 1147_0 1147 0.022 593 607 144.4889 144.7749811
12268054 /raw/kepler/lightcurves/0122/012268054/kplr012268054-2009259160929_llc.fits 0 5 6 15 512.0886757 0.666272714 0.609 13.212 0.003874598 1148_0 1148 0.0116 289 304 199.4552626 199.7617715
6276708 /raw/kepler/lightcurves/0062/006276708/kplr006276708-2009259160929_llc.fits 0 5 6 16 518.8618655 0.654853864 0.557 15.31 0.004648632 1149_0 1149 0.0047 120 133 220.2984059 220.5640404
11714250 /raw/kepler/lightcurves/0117/011714250/kplr011714250-2013098041711_llc.fits 0 5 6 17 631.6574144 0.951013132 0.556 13.646 0.006120298 1150_0 1150 0.0215 666 681 1490.323872 1490.630371
5428088 /raw/kepler/lightcurves/0054/005428088/kplr005428088-2009259160929_llc.fits 0 5 6 18 583.7587375 0.909029457 0.454 14.781 0.010578581 1151_0 1151 0.0342 978 991 241.7531218 242.0187509
12835232 /raw/kepler/lightcurves/0128/012835232/kplr012835232-2012179063303_llc.fits 0 5 6 19 640.1357791 0.913819361 0.488 15.187 0.020991773 1152_0 1152 0.0447 1401 1415 1251.886334 1252.172412
3232334 /raw/kepler/lightcurves/0032/003232334/kplr003232334-2010078095331_llc.fits 0 5 7 0 548.0166558 0.631035559 0.602 13.904 0.000263363 1153_0 1153 0.0225 604 619 422.2997473 422.6062592
12257167 /raw/kepler/lightcurves/0122/012257167/kplr012257167-2010355172524_llc.fits 0 5 7 1 514.1956753 0.835807943 0.393 15.156 0.000483863 1154_0 1154 0.0522 1315 1326 681.7273407 681.9521031
6470362 /raw/kepler/lightcurves/0064/006470362/kplr006470362-2010174085026_llc.fits 0 5 7 2 517.6353586 0.502644714 0.27 15.297 0.000586369 1155_0 1155 0.0039 99 108 456.9149724 457.0988816
9833329 /raw/kepler/lightcurves/0098/009833329/kplr009833329-2009350155506_llc.fits 0 5 7 3 554.9741823 0.731239068 0.435 14.393 0.000699699 1156_0 1156 0.0134 365 377 271.7490069 271.9942026
8474661 /raw/kepler/lightcurves/0084/008474661/kplr008474661-2011271113734_llc.fits 0 5 7 4 677.6242208 0.600176149 0.494 14.982 0.000839662 1157_0 1157 0.0074 244 258 927.7501039 928.0361764
10936170 /raw/kepler/lightcurves/0109/010936170/kplr010936170-2013098041711_llc.fits 0 5 7 5 537.5122952 0.953099444 0.51 15.046 0.000974422 1158_0 1158 0.0255 670 684 1502.35892 1502.644986
9225647 /raw/kepler/lightcurves/0092/009225647/kplr009225647-2010265121752_llc.fits 0 5 7 6 585.2736652 0.705683237 0.605 13.919 0.001198601 1159_0 1159 0.0103 295 311 586.6726479 586.9995868
5265188 /raw/kepler/lightcurves/0052/005265188/kplr005265188-2010265121752_llc.fits 0 5 7 7 579.1832234 0.969951648 0.565 14.786 0.001329611 1160_0 1160 0.0444 1259 1273 577.3552765 577.6413471
10963429 /raw/kepler/lightcurves/0109/010963429/kplr010963429-2012004120508_llc.fits 0 5 7 8 624.4347415 0.791326493 0.36 15.179 0.001520693 1161_0 1161 0.0462 1414 1425 1088.170569 1088.395333
11514174 /raw/kepler/lightcurves/0115/011514174/kplr011514174-2010174085026_llc.fits 0 5 7 9 683.8596395 0.57849661 0.537 15.346 0.001742307 1162_0 1162 0.0088 295 310 512.2105408 512.5170554
8042251 /raw/kepler/lightcurves/0080/008042251/kplr008042251-2010355172524_llc.fits 0 5 7 10 690.4122675 0.726646863 0.593 11.264 0.00202411 1163_0 1163 0.0412 1392 1408 711.6818126 712.0087368
9333505 /raw/kepler/lightcurves/0093/009333505/kplr009333505-2010078095331_llc.fits 0 5 7 11 590.4004157 0.88903979 0.29 12.889 0.002231568 1164_0 1164 0.0413 1193 1203 434.0703633 434.2747046
8678445 /raw/kepler/lightcurves/0086/008678445/kplr008678445-2010265121752_llc.fits 0 5 7 12 643.7087949 0.804306827 0.588 15.226 0.002562324 1165_0 1165 0.0457 1440 1455 617.7924193 618.0989159
7802933 /raw/kepler/lightcurves/0078/007802933/kplr007802933-2009350155506_llc.fits 0 5 7 13 608.0364268 0.934451095 0.47 14.457 0.002886951 1166_0 1166 0.0377 1122 1135 341.8534329 342.1190623
3322943 /raw/kepler/lightcurves/0033/003322943/kplr003322943-2009259160929_llc.fits 0 5 7 14 621.3951908 0.807816341 0.56 15.092 0.003254503 1167_0 1167 0.0145 440 455 223.9560745 224.2625728
12268054 /raw/kepler/lightcurves/0122/012268054/kplr012268054-2009131105131_llc.fits 0 5 7 15 534.5969603 0.807722088 0.609 13.212 0.003874598 1168_0 1168 0.0093 242 257 125.483552 125.7900662
6276708 /raw/kepler/lightcurves/0062/006276708/kplr006276708-2013011073258_llc.fits 0 5 7 16 554.5571041 0.524028003 0.557 15.31 0.004648632 1169_0 1169 0.048 1302 1317 1463.065335 1463.371829
11714250 /raw/kepler/lightcurves/0117/011714250/kplr011714250-2013098041711_llc.fits 0 5 7 17 506.9207446 0.773575504 0.556 13.646 0.006120298 1170_0 1170 0.0036 89 103 1523.916449 1524.202521
5428088 /raw/kepler/lightcurves/0054/005428088/kplr005428088-2013011073258_llc.fits 0 5 7 18 596.737104 0.530886885 0.454 14.781 0.010578581 1171_0 1171 0.0135 395 408 1385.727124 1385.99275
12835232 /raw/kepler/lightcurves/0128/012835232/kplr012835232-2012004120508_llc.fits 0 5 7 19 525.7077324 0.649481251 0.488 15.187 0.020991773 1172_0 1172 0.0393 1011 1023 1040.112663 1040.357859
3232334 /raw/kepler/lightcurves/0032/003232334/kplr003232334-2010355172524_llc.fits 0 5 8 0 584.7998477 0.696689754 0.602 13.904 0.000263363 1173_0 1173 0.035 1002 1017 691.8614706 692.1679595
12257167 /raw/kepler/lightcurves/0122/012257167/kplr012257167-2013098041711_llc.fits 0 5 8 1 689.8422725 0.585384203 0.393 15.156 0.000483863 1174_0 1174 0.0143 482 494 1520.463303 1520.708506
6470362 /raw/kepler/lightcurves/0064/006470362/kplr006470362-2011271113734_llc.fits 0 5 8 2 572.5037069 0.727971765 0.27 15.297 0.000586369 1175_0 1175 0.0233 653 662 941.1957564 941.3796624
9833329 /raw/kepler/lightcurves/0098/009833329/kplr009833329-2010355172524_llc.fits 0 5 8 3 684.7581838 0.8509021 0.435 14.393 0.000699699 1176_0 1176 0.0389 1304 1317 683.4028146 683.6684409
8474661 /raw/kepler/lightcurves/0084/008474661/kplr008474661-2012277125453_llc.fits 0 5 8 4 603.2305344 0.747685936 0.494 14.982 0.000839662 1177_0 1177 0.0281 829 842 1351.236029 1351.50166
10936170 /raw/kepler/lightcurves/0109/010936170/kplr010936170-2012088054726_llc.fits 0 5 8 5 570.5739166 0.857632277 0.51 15.046 0.000974422 1178_0 1178 0.0184 515 528 1139.887193 1140.152827
9225647 /raw/kepler/lightcurves/0092/009225647/kplr009225647-2011073133259_llc.fits 0 5 8 6 556.6469539 0.802743729 0.605 13.919 0.001198601 1179_0 1179 0.0037 99 114 742.4742852 742.7807823
5265188 /raw/kepler/lightcurves/0052/005265188/kplr005265188-2010078095331_llc.fits 0 5 8 7 681.5519958 0.772576287 0.565 14.786 0.001329611 1180_0 1180 0.0241 805 820 372.9320935 373.2385931
10963429 /raw/kepler/lightcurves/0109/010963429/kplr010963429-2010174085026_llc.fits 0 5 8 8 592.3768899 0.626967209 0.36 15.179 0.001520693 1181_0 1181 0.0355 1030 1041 500.338857 500.5636337
11514174 /raw/kepler/lightcurves/0115/011514174/kplr011514174-2012004120508_llc.fits 0 5 8 9 582.0941293 0.902155223 0.537 15.346 0.001742307 1182_0 1182 0.0344 979 993 1068.616778 1068.902838
8042251 /raw/kepler/lightcurves/0080/008042251/kplr008042251-2012088054726_llc.fits 0 5 8 10 635.2112621 0.528217995 0.593 11.264 0.00202411 1183_0 1183 0.0237 736 751 1149.858395 1150.164899
9333505 /raw/kepler/lightcurves/0093/009333505/kplr009333505-2010078095331_llc.fits 0 5 8 11 518.2454223 0.745440251 0.29 12.889 0.002231568 1184_0 1184 0.0549 1394 1403 411.163847 411.3477518
8678445 /raw/kepler/lightcurves/0086/008678445/kplr008678445-2012088054726_llc.fits 0 5 8 12 529.8764821 0.551423086 0.588 15.226 0.002562324 1185_0 1185 0.0182 471 486 1159.258377 1159.564887
7802933 /raw/kepler/lightcurves/0078/007802933/kplr007802933-2010355172524_llc.fits 0 5 8 13 679.8697271 0.915670107 0.47 14.457 0.002886951 1186_0 1186 0.0272 904 918 667.8936043 668.1796629
3322943 /raw/kepler/lightcurves/0033/003322943/kplr003322943-2012004120508_llc.fits 0 5 8 14 652.9618034 0.891486871 0.56 15.092 0.003254503 1187_0 1187 0.0262 838 853 1060.033863 1060.340353
12268054 /raw/kepler/lightcurves/0122/012268054/kplr012268054-2012277125453_llc.fits 0 5 8 15 510.8158375 0.798463044 0.609 13.212 0.003874598 1188_0 1188 0.0243 607 622 1325.264971 1325.571478
6276708 /raw/kepler/lightcurves/0062/006276708/kplr006276708-2009259160929_llc.fits 0 5 8 16 521.1848603 0.837295265 0.557 15.31 0.004648632 1189_0 1189 0.0274 699 713 208.4265359 208.7126063
11714250 /raw/kepler/lightcurves/0117/011714250/kplr011714250-2013011073258_llc.fits 0 5 8 17 608.6339921 0.628856861 0.556 13.646 0.006120298 1190_0 1190 0.0021 61 75 1407.263857 1407.549918
5428088 /raw/kepler/lightcurves/0054/005428088/kplr005428088-2013098041711_llc.fits 0 5 8 18 553.8067587 0.558501314 0.454 14.781 0.010578581 1191_0 1191 0.0523 1419 1431 1503.441349 1503.686554
12835232 /raw/kepler/lightcurves/0128/012835232/kplr012835232-2013131215648_llc.fits 0 5 8 19 539.6062073 0.648516626 0.488 15.187 0.020991773 1192_0 1192 0.0038 100 113 1563.00663 1563.272272
3232334 /raw/kepler/lightcurves/0032/003232334/kplr003232334-2011073133259_llc.fits 0 5 9 0 530.6077932 0.905438077 0.602 13.904 0.000263363 1193_0 1193 0.0501 1303 1317 764.5416873 764.8277581
12257167 /raw/kepler/lightcurves/0122/012257167/kplr012257167-2013011073258_llc.fits 0 5 9 1 661.7088802 0.848162812 0.393 15.156 0.000483863 1194_0 1194 0.0378 1223 1235 1459.061253 1459.306449
6470362 /raw/kepler/lightcurves/0064/006470362/kplr006470362-2011271113734_llc.fits 0 5 9 2 677.8562911 0.922970623 0.27 15.297 0.000586369 1195_0 1195 0.0149 496 505 970.2321616 970.4160636
9833329 /raw/kepler/lightcurves/0098/009833329/kplr009833329-2010355172524_llc.fits 0 5 9 3 584.1522065 0.558835554 0.435 14.393 0.000699699 1196_0 1196 0.0086 245 257 655.368987 655.6141816
8474661 /raw/kepler/lightcurves/0084/008474661/kplr008474661-2010174085026_llc.fits 0 5 9 4 542.9092 0.751326109 0.494 14.982 0.000839662 1197_0 1197 0.0179 475 488 464.0887389 464.354386
10936170 /raw/kepler/lightcurves/0109/010936170/kplr010936170-2009350155506_llc.fits 0 5 9 5 668.0748035 0.505705251 0.51 15.046 0.000974422 1198_0 1198 0.0419 1370 1384 307.5477506 307.8338097
9225647 /raw/kepler/lightcurves/0092/009225647/kplr009225647-2009259160929_llc.fits 0 5 9 6 671.0822573 0.651495943 0.605 13.919 0.001198601 1199_0 1199 0.0401 1317 1333 251.94954 252.2764709
5265188 /raw/kepler/lightcurves/0052/005265188/kplr005265188-2010355172524_llc.fits 0 5 9 7 575.1619722 0.968110608 0.565 14.786 0.001329611 1200_0 1200 0.0081 227 242 688.6330649 688.9395548
10963429 /raw/kepler/lightcurves/0109/010963429/kplr010963429-2010009091648_llc.fits 0 5 9 8 504.9056307 0.600154679 0.36 15.179 0.001520693 1201_0 1201 0.0407 1006 1017 372.9328066 373.157574
11514174 /raw/kepler/lightcurves/0115/011514174/kplr011514174-2013131215648_llc.fits 0 5 9 9 530.8360147 0.862712477 0.537 15.346 0.001742307 1202_0 1202 0.0504 1311 1325 1587.792885 1588.078965
8042251 /raw/kepler/lightcurves/0080/008042251/kplr008042251-2012088054726_llc.fits 0 5 9 10 660.8196029 0.598668186 0.593 11.264 0.00202411 1203_0 1203 0.0027 87 103 1107.704481 1108.031409
9333505 /raw/kepler/lightcurves/0093/009333505/kplr009333505-2011177032512_llc.fits 0 5 9 11 610.7035469 0.800006022 0.29 12.889 0.002231568 1204_0 1204 0.0464 1388 1398 840.9657551 841.1700986
8678445 /raw/kepler/lightcurves/0086/008678445/kplr008678445-2011271113734_llc.fits 0 5 9 12 559.1503827 0.800736961 0.588 15.226 0.002562324 1205_0 1205 0.0023 62 76 968.4333837 968.7194509
7802933 /raw/kepler/lightcurves/0078/007802933/kplr007802933-2009166043257_llc.fits 0 5 9 13 684.6508426 0.618062769 0.47 14.457 0.002886951 1206_0 1206 0.0271 908 922 150.2306411 150.5167197
3322943 /raw/kepler/lightcurves/0033/003322943/kplr003322943-2011073133259_llc.fits 0 5 9 14 511.5216616 0.798141082 0.56 15.092 0.003254503 1207_0 1207 0.0447 1119 1133 781.3180754 781.6041522
12268054 /raw/kepler/lightcurves/0122/012268054/kplr012268054-2012004120508_llc.fits 0 5 9 15 532.233122 0.552773041 0.609 13.212 0.003874598 1208_0 1208 0.0116 303 318 1059.013474 1059.319967
6276708 /raw/kepler/lightcurves/0062/006276708/kplr006276708-2011177032512_llc.fits 0 5 9 16 531.0676933 0.533935042 0.557 15.31 0.004648632 1209_0 1209 0.0076 197 211 826.6002925 826.8863744
11714250 /raw/kepler/lightcurves/0117/011714250/kplr011714250-2012277125453_llc.fits 0 5 9 17 510.0049818 0.974885592 0.556 13.646 0.006120298 1210_0 1210 0.0268 669 682 1312.596061 1312.861702
5428088 /raw/kepler/lightcurves/0054/005428088/kplr005428088-2009350155506_llc.fits 0 5 9 18 690.5258389 0.576037148 0.454 14.781 0.010578581 1211_0 1211 0.0328 1107 1120 310.080247 310.3458719
12835232 /raw/kepler/lightcurves/0128/012835232/kplr012835232-2009259160929_llc.fits 0 5 9 19 586.5382791 0.930606522 0.488 15.187 0.020991773 1212_0 1212 0.032 918 931 233.1093426 233.3749778
3232334 /raw/kepler/lightcurves/0032/003232334/kplr003232334-2012088054726_llc.fits 0 6 0 0 997.5162437 0.553917444 0.602 13.904 0.000263363 1213_0 1213 0.0057 277 295 1138.231351 1138.599156
12257167 /raw/kepler/lightcurves/0122/012257167/kplr012257167-2011177032512_llc.fits 0 6 0 1 942.4207134 0.903267752 0.393 15.156 0.000483863 1214_0 1214 0.0043 199 212 825.4764488 825.7420922
6470362 /raw/kepler/lightcurves/0064/006470362/kplr006470362-2010265121752_llc.fits 0 6 0 2 750.8897648 0.712211184 0.27 15.297 0.000586369 1215_0 1215 0.0014 51 61 548.6862052 548.8905479
9833329 /raw/kepler/lightcurves/0098/009833329/kplr009833329-2012277125453_llc.fits 0 6 0 3 929.2329491 0.544219505 0.435 14.393 0.000699699 1216_0 1216 0.0259 1180 1194 1300.642548 1300.928624
8474661 /raw/kepler/lightcurves/0084/008474661/kplr008474661-2011271113734_llc.fits 0 6 0 4 969.0483825 0.700227361 0.494 14.982 0.000839662 1217_0 1217 0.0049 232 248 963.0183845 963.3453176
10936170 /raw/kepler/lightcurves/0109/010936170/kplr010936170-2011271113734_llc.fits 0 6 0 5 779.4929402 0.895895185 0.51 15.046 0.000974422 1218_0 1218 0.0277 1057 1072 931.2437521 931.5502633
9225647 /raw/kepler/lightcurves/0092/009225647/kplr009225647-2011073133259_llc.fits 0 6 0 6 782.2341502 0.510335654 0.605 13.919 0.001198601 1219_0 1219 0.0273 1047 1064 785.1393011 785.4866751
5265188 /raw/kepler/lightcurves/0052/005265188/kplr005265188-2010174085026_llc.fits 0 6 0 7 855.5420694 0.589956555 0.565 14.786 0.001329611 1220_0 1220 0.0285 1194 1211 514.5205858 514.8679706
10963429 /raw/kepler/lightcurves/0109/010963429/kplr010963429-2013011073258_llc.fits 0 6 0 8 803.5536148 0.976842353 0.36 15.179 0.001520693 1221_0 1221 0.0162 637 649 1442.101447 1442.346643
11514174 /raw/kepler/lightcurves/0115/011514174/kplr011514174-2012004120508_llc.fits 0 6 0 9 746.5915122 0.834768183 0.537 15.346 0.001742307 1222_0 1222 0.034 1242 1258 1055.92798 1056.254906
8042251 /raw/kepler/lightcurves/0080/008042251/kplr008042251-2011271113734_llc.fits 0 6 0 10 834.6121091 0.831607185 0.593 11.264 0.00202411 1223_0 1223 0.0064 261 278 966.3699805 966.7173514
9333505 /raw/kepler/lightcurves/0093/009333505/kplr009333505-2011177032512_llc.fits 0 6 0 11 718.2364053 0.588708722 0.29 12.889 0.002231568 1224_0 1224 0.0273 958 968 840.2505525 840.4548961
8678445 /raw/kepler/lightcurves/0086/008678445/kplr008678445-2013098041711_llc.fits 0 6 0 12 730.2860258 0.852325516 0.588 15.226 0.002562324 1225_0 1225 0.0398 1423 1439 1537.872635 1538.19958
7802933 /raw/kepler/lightcurves/0078/007802933/kplr007802933-2009259160929_llc.fits 0 6 0 13 857.9327723 0.513296448 0.47 14.457 0.002886951 1226_0 1226 0.0259 1087 1102 249.4357246 249.7422194
3322943 /raw/kepler/lightcurves/0033/003322943/kplr003322943-2010355172524_llc.fits 0 6 0 14 939.9964178 0.648800983 0.56 15.092 0.003254503 1227_0 1227 0.0302 1391 1408 702.976507 703.3238644
12268054 /raw/kepler/lightcurves/0122/012268054/kplr012268054-2013131215648_llc.fits 0 6 0 15 940.5430548 0.799016168 0.609 13.212 0.003874598 1228_0 1228 0.0194 895 913 1579.230886 1579.5987
6276708 /raw/kepler/lightcurves/0062/006276708/kplr006276708-2013131215648_llc.fits 0 6 0 16 837.8224964 0.878449952 0.557 15.31 0.004648632 1229_0 1229 0.0196 804 820 1576.758779 1577.085731
11714250 /raw/kepler/lightcurves/0117/011714250/kplr011714250-2012088054726_llc.fits 0 6 0 17 860.6124556 0.898042927 0.556 13.646 0.006120298 1230_0 1230 0.003 126 142 1131.10104 1131.427974
5428088 /raw/kepler/lightcurves/0054/005428088/kplr005428088-2012277125453_llc.fits 0 6 0 18 975.6970982 0.913633463 0.454 14.781 0.010578581 1231_0 1231 0.0001 2 17 1280.045788 1280.3523
12835232 /raw/kepler/lightcurves/0128/012835232/kplr012835232-2011177032512_llc.fits 0 6 0 19 713.5937189 0.897195901 0.488 15.187 0.020991773 1232_0 1232 0.007 246 260 813.6860593 813.9721351
3232334 /raw/kepler/lightcurves/0032/003232334/kplr003232334-2013131215648_llc.fits 0 6 1 0 737.2573639 0.897445996 0.602 13.904 0.000263363 1233_0 1233 0.0394 1422 1439 1589.325876 1589.673264
